date,pm10,pm2_5,carbon_monoxide,nitrogen_dioxide,sulphur_dioxide,ozone,aerosol_optical_depth,dust,uv_index,us_aqi,european_aqi
2025-11-17,59.862500000000004,57.05833333333334,515.9166666666666,19.833333333333332,26.8875,148.66666666666666,0.3658333333333333,4.833333333333333,1.4208333333333334,167.83333333333334,83.875
2025-11-18,65.17916666666666,62.104166666666664,582.0833333333334,21.754166666666666,26.175,152.375,0.39375,5.25,1.4104166666666667,173.58333333333334,88.29166666666667
2025-11-19,66.95833333333333,64.6875,663.0833333333334,29.941666666666666,27.59583333333333,152.41666666666666,0.37375,3.7916666666666665,1.3729166666666668,177.58333333333334,91.125
2025-11-20,61.270833333333336,59.49166666666667,609.3333333333334,27.358333333333334,26.375,150.33333333333334,0.39958333333333335,2.5416666666666665,1.35625,172.5,90.20833333333333
2025-11-21,72.85000000000001,71.01666666666667,675.4583333333334,32.30833333333333,31.116666666666664,154.58333333333334,0.48,2.875,1.31875,178.125,91.5
2025-11-22,76.17916666666666,75.125,758.1666666666666,34.19583333333333,34.2875,167.79166666666666,0.4579166666666667,1.1666666666666667,1.4166666666666667,191.625,99.04166666666667
2025-11-23,87.62916666666666,86.62083333333334,803.75,28.474999999999998,39.954166666666666,166.5,0.5499999999999999,1.0,1.2854166666666667,183.29166666666666,105.29166666666667
2025-11-24,88.31666666666666,87.2375,863.375,22.09166666666667,42.887499999999996,159.25,0.6695833333333333,1.125,1.1416666666666666,179.625,110.58333333333333
2025-11-25,80.89166666666667,79.69166666666666,826.7083333333334,21.370833333333334,35.3375,149.54166666666666,0.6983333333333334,1.0,1.2041666666666666,176.83333333333334,106.0
2025-11-26,94.49166666666667,93.12916666666666,965.375,23.170833333333334,49.38333333333333,178.83333333333334,0.82125,1.0833333333333333,1.1270833333333334,188.08333333333334,107.625
2025-11-27,87.55,86.37916666666666,816.2916666666666,30.7,44.237500000000004,192.16666666666666,0.6870833333333333,1.2916666666666667,1.1770833333333333,197.75,115.29166666666667
2025-11-28,83.50416666666666,82.27083333333333,694.3333333333334,29.150000000000002,31.224999999999998,161.58333333333334,0.8266666666666667,1.375,1.0729166666666667,188.20833333333334,104.5
2025-11-29,57.175000000000004,56.362500000000004,561.625,24.34166666666667,27.295833333333334,119.0,0.36000000000000004,1.0833333333333333,1.3666666666666665,165.95833333333334,99.29166666666667
2025-11-30,47.13333333333333,46.32916666666667,546.75,27.65416666666667,30.6875,128.5,0.33083333333333337,1.0,1.33125,155.29166666666666,80.0
2025-12-01,55.10833333333333,54.42916666666667,612.6666666666666,28.787499999999998,30.141666666666666,127.04166666666667,0.41083333333333333,0.7916666666666666,1.1979166666666667,153.83333333333334,80.95833333333333
2025-12-02,58.416666666666664,57.824999999999996,672.6666666666666,26.0125,32.11666666666667,129.16666666666666,0.4879166666666667,0.3333333333333333,1.1312499999999999,158.70833333333334,84.25
2025-12-03,68.10416666666667,67.575,591.0833333333334,27.570833333333336,30.77916666666667,138.625,0.6404166666666667,0.25,1.0604166666666666,166.625,90.16666666666667
2025-12-04,66.51666666666667,66.05416666666666,534.7083333333334,28.150000000000002,27.829166666666666,135.75,0.655,0.0,1.0958333333333334,169.04166666666666,93.125
2025-12-05,63.76666666666667,63.34583333333333,546.875,28.233333333333334,26.979166666666668,131.45833333333334,0.605,0.0,1.1291666666666667,168.29166666666666,91.875
2025-12-06,66.89999999999999,66.11666666666666,530.8333333333334,28.795833333333334,26.045833333333334,131.79166666666666,0.61125,0.75,1.13125,166.66666666666666,90.66666666666667
